TipType	TipTemplateId	Notice	zh_CN	en_US	pt_BR	ru_RU	ko_KR	de_DE	fr_FR	es_ES	it_IT	in_ID	th_TH	tr_TR	vi_VN	ja_JP
99	JailBreakOpenCheck		▢FFFF7878警报！%1s被抢劫了，请迅速出警！	▢FFFF7878Warning！A criminal case occurred in %1s	▢FFFF7878Warning！A criminal case occurred in %1s	▢FFFF7878Внимание!Была обнаружена криминальная деятельность в %1s	▢FFFF7878Warning！A criminal case occurred in %1s	▢FFFF7878Warning！A criminal case occurred in %1s	▢FFFF7878Warning！A criminal case occurred in %1s	▢FFFF7878Warning！A criminal case occurred in %1s	▢FFFF7878Warning！A criminal case occurred in %1s	▢FFFF7878Warning！A criminal case occurred in %1s	▢FFFF7878แจ้งตำรวจ!%1sถูกปล้นแล้ว，โปรดรีบส่งตำรวจมา!	▢FFFF7878Warning！A criminal case occurred in %1s	▢FFFF7878Warning！A criminal case occurred in %1s	▢FFFF7878Warning！A criminal case occurred in %1s
100	JailBreakCaptureCriminal		%1s▢FFFFFFFF被逮捕了	%1s▢FFFFFFFFwas under arrest	%1s▢FFFFFFFFwas under arrest	%1s▢FFFFFFFFбыл арестован	%1s▢FFFFFFFFwas under arrest	%1s▢FFFFFFFFwas under arrest	%1s▢FFFFFFFFwas under arrest	%1s▢FFFFFFFFwas under arrest	%1s▢FFFFFFFFwas under arrest	%1s▢FFFFFFFFwas under arrest	%1s▢FFFFFFFFถูกจับแล้ว	%1s▢FFFFFFFFwas under arrest	%1s▢FFFFFFFFwas under arrest	%1s▢FFFFFFFFwas under arrest
101	JailBreakKillCriminal		%1s▢FFFFFFFF被击毙了	%1s▢FFFFFFFFwas shot to death	%1s▢FFFFFFFFwas shot to death	%1s▢FFFFFFFFбыл застрелен	%1s▢FFFFFFFFwas shot to death	%1s▢FFFFFFFFwas shot to death	%1s▢FFFFFFFFwas shot to death	%1s▢FFFFFFFFwas shot to death	%1s▢FFFFFFFFwas shot to death	%1s▢FFFFFFFFwas shot to death	%1s▢FFFFFFFFถูกยิงตายแล้ว	%1s▢FFFFFFFFwas shot to death	%1s▢FFFFFFFFwas shot to death	%1s▢FFFFFFFFwas shot to death
102	JailBreakKillPolice		%1s▢FFFFFFFF因公殉职	%1s▢FFFFFFFFdies while on duty	%1s▢FFFFFFFFdies while on duty	%1s▢FFFFFFFFпогиб исполняя долг	%1s▢FFFFFFFFdies while on duty	%1s▢FFFFFFFFdies while on duty	%1s▢FFFFFFFFdies while on duty	%1s▢FFFFFFFFdies while on duty	%1s▢FFFFFFFFdies while on duty	%1s▢FFFFFFFFdies while on duty	%1s▢FFFFFFFFเสียสละชีวิตด้วยงานสาธารณะ	%1s▢FFFFFFFFdies while on duty	%1s▢FFFFFFFFdies while on duty	%1s▢FFFFFFFFdies while on duty
100	JailBreakCaptureCriminal		▢FFFF7878%1s▢FFFEFE49被▢FF48A7FF%2s▢FFFEFE49逮捕了	%1s▢FFFFFFFF was arrested by %2s	%1s▢FFFFFFFF was arrested by %2s	%1s▢FFFFFFFF был арестован %2s	%1s▢FFFFFFFF was arrested by %2s	%1s▢FFFFFFFF was arrested by %2s	%1s▢FFFFFFFF was arrested by %2s	%1s▢FFFFFFFF was arrested by %2s	%1s▢FFFFFFFF was arrested by %2s	%1s▢FFFFFFFF was arrested by %2s	%1s▢FFFFFFFFถูก▢FF48A7FF%2s▢FFFEFE49จับแล้ว	%1s▢FFFFFFFF was arrested by %2s	%1s▢FFFFFFFF was arrested by %2s	%1s▢FFFFFFFF was arrested by %2s
101	JailBreakKillCriminal		▢FFFF7878%1s▢FFFEFE49被▢FF48A7FF%2s▢FFFEFE49击毙了	%1s▢FFFFFFFF was shot dead by %2s	%1s▢FFFFFFFF was shot dead by %2s	%1s▢FFFFFFFF был застрелен до смерти %2s	%1s▢FFFFFFFF was shot dead by %2s	%1s▢FFFFFFFF was shot dead by %2s	%1s▢FFFFFFFF was shot dead by %2s	%1s▢FFFFFFFF was shot dead by %2s	%1s▢FFFFFFFF was shot dead by %2s	%1s▢FFFFFFFF was shot dead by %2s	%1s▢FFFFFFFFถูก▢FF48A7FF%2s▢FFFEFE49ยิงตายแล้ว	%1s▢FFFFFFFF was shot dead by %2s	%1s▢FFFFFFFF was shot dead by %2s	%1s▢FFFFFFFF was shot dead by %2s
102	JailBreakKillPolice		▢FF48A7FF%1s▢FFFEFE49在抓捕▢FFFF7878%2s▢FFFEFE49时因公殉职	%1s▢FFFFFFFF was killed on duty during the apprehension of %2s	%1s▢FFFFFFFF was killed on duty during the apprehension of %2s	%1s▢FFFFFFFF был убит на работе во время задержания %2s	%1s▢FFFFFFFF was killed on duty during the apprehension of %2s	%1s▢FFFFFFFF was killed on duty during the apprehension of %2s	%1s▢FFFFFFFF was killed on duty during the apprehension of %2s	%1s▢FFFFFFFF was killed on duty during the apprehension of %2s	%1s▢FFFFFFFF was killed on duty during the apprehension of %2s	%1s▢FFFFFFFF was killed on duty during the apprehension of %2s	%1s▢FFFFFFFFกำลังจับอยู่▢FFFF7878%2s▢FFFEFE49เสียสละชีวิตด้วยงานสาธารณะเมื่อ	%1s▢FFFFFFFF was killed on duty during the apprehension of %2s	%1s▢FFFFFFFF was killed on duty during the apprehension of %2s	%1s▢FFFFFFFF was killed on duty during the apprehension of %2s
103	JailBreakOpenDoor		▢FFFF7878警报！%1s被抢劫了，请迅速出警！	▢FFFF7878Warning！%1s was robbed by criminal	▢FFFF7878Warning！%1s was robbed by criminal	▢FFFF7878Внимание!%1s было ограблено преступником	▢FFFF7878Warning！%1s was robbed by criminal	▢FFFF7878Warning！%1s was robbed by criminal	▢FFFF7878Warning！%1s was robbed by criminal	▢FFFF7878Warning！%1s was robbed by criminal	▢FFFF7878Warning！%1s was robbed by criminal	▢FFFF7878Warning！%1s was robbed by criminal	▢FFFF7878แจ้งตำรวจ!%1sถูกปล้นแล้ว，โปรดรีบส่งตำรวจมา!	▢FFFF7878Warning！%1s was robbed by criminal	▢FFFF7878Warning！%1s was robbed by criminal	▢FFFF7878Warning！%1s was robbed by criminal
104	JailBreakBankChest		银行保险柜	Bank Chest	Bank Chest	Хранилище Банка	Bank Chest	Bank Chest	Bank Chest	Bank Chest	Bank Chest	Bank Chest	ตู้เซฟธนาคาร	Bank Chest	Bank Chest	Bank Chest
105	JailBreakJewelryChest		商场保险柜	Great Mall Chest	Great Mall Chest	Хранилище Торгового Центра	Great Mall Chest	Great Mall Chest	Great Mall Chest	Great Mall Chest	Great Mall Chest	Great Mall Chest	ตู้เซฟห้างสรรพสินค้า	Great Mall Chest	Great Mall Chest	Great Mall Chest
106	JailBreakHospitalChest		医院保险柜	Hospital Chest	Hospital Chest	Ящик Больницы	Hospital Chest	Hospital Chest	Hospital Chest	Hospital Chest	Hospital Chest	Hospital Chest	ตู้เซฟโรงพยาบาล	Hospital Chest	Hospital Chest	Hospital Chest
107	JailBreakBreadChest_C		废弃巨宅保险柜	Abandoned Mansion Chest	Abandoned Mansion Chest	Ящик Заброшенного Особняка	Abandoned Mansion Chest	Abandoned Mansion Chest	Abandoned Mansion Chest	Abandoned Mansion Chest	Abandoned Mansion Chest	Abandoned Mansion Chest	ตู้เซฟเรือนเก่าที่เลิกใช้	Abandoned Mansion Chest	Abandoned Mansion Chest	Abandoned Mansion Chest
108	A-District		▢FF5CFEFE废弃巨宅的箱子每隔5分钟刷新	▢FF5CFEFEChests in the Mansion refills every 5 minutes	▢FF5CFEFEChests in the Mansion refills every 5 minutes	▢FF5CFEFEСундуки в Особняке пополняются каждые 5 минут	▢FF5CFEFEChests in the Mansion refills every 5 minutes	▢FF5CFEFEChests in the Mansion refills every 5 minutes	▢FF5CFEFEChests in the Mansion refills every 5 minutes	▢FF5CFEFEChests in the Mansion refills every 5 minutes	▢FF5CFEFEChests in the Mansion refills every 5 minutes	▢FF5CFEFEChests in the Mansion refills every 5 minutes	▢FF5CFEFEกล่องของเรือนเก่าที่เลิกใช้จะรีเฟรชทุกๆ5นาที	▢FF5CFEFEChests in the Mansion refills every 5 minutes	▢FF5CFEFEChests in the Mansion refills every 5 minutes	▢FF5CFEFEChests in the Mansion refills every 5 minutes
109	B-District		▢FF5CFEFE黑市有人收购抢劫的赃物，并且出售基本的武器	▢FF5CFEFEA businessman buys and sells criminals’ items in the black market	▢FF5CFEFEA businessman buys and sells criminals’ items in the black market	▢FF5CFEFEБизнесмен покупает и продает предметы преступников на черном рынке	▢FF5CFEFEA businessman buys and sells criminals’ items in the black market	▢FF5CFEFEA businessman buys and sells criminals’ items in the black market	▢FF5CFEFEA businessman buys and sells criminals’ items in the black market	▢FF5CFEFEA businessman buys and sells criminals’ items in the black market	▢FF5CFEFEA businessman buys and sells criminals’ items in the black market	▢FF5CFEFEA businessman buys and sells criminals’ items in the black market	▢FF5CFEFEตลาดมืดมีคนรับซื้อของโจรที่ปล้นมาและขายอาวุธพื้นฐาน	▢FF5CFEFEA businessman buys and sells criminals’ items in the black market	▢FF5CFEFEA businessman buys and sells criminals’ items in the black market	▢FF5CFEFEA businessman buys and sells criminals’ items in the black market
110	C-District		▢FF5CFEFE天使和恶魔旅店的商人出售高级物品	▢FF5CFEFEWelcome to Angel&Devil Inn! You can get mighty weapons and potions here 	▢FF5CFEFEWelcome to Angel&Devil Inn! You can get mighty weapons and potions here 	▢FF5CFEFEДобро пожаловать в гостинницу Ангела&Демона! Тут вы можете получить могучие оружия и зелья	▢FF5CFEFEWelcome to Angel&Devil Inn! You can get mighty weapons and potions here 	▢FF5CFEFEWelcome to Angel&Devil Inn! You can get mighty weapons and potions here 	▢FF5CFEFEWelcome to Angel&Devil Inn! You can get mighty weapons and potions here 	▢FF5CFEFEWelcome to Angel&Devil Inn! You can get mighty weapons and potions here 	▢FF5CFEFEWelcome to Angel&Devil Inn! You can get mighty weapons and potions here 	▢FF5CFEFEWelcome to Angel&Devil Inn! You can get mighty weapons and potions here 	▢FF5CFEFEพ่อค้าของโฮเต็ลนางฟ้าและมารร้ายขายสิ่งของเกรดสูง	▢FF5CFEFEWelcome to Angel&Devil Inn! You can get mighty weapons and potions here 	▢FF5CFEFEWelcome to Angel&Devil Inn! You can get mighty weapons and potions here 	▢FF5CFEFEWelcome to Angel&Devil Inn! You can get mighty weapons and potions here 
111	Police		▢FF5CFEFE警察局大厅的两侧有快速增援传送通道	▢FF5CFEFEThere are Portals on both sides of the police station hall	▢FF5CFEFEThere are Portals on both sides of the police station hall	▢FF5CFEFEМожно найти порталы по обе стороны зала полийской станции	▢FF5CFEFEThere are Portals on both sides of the police station hall	▢FF5CFEFEThere are Portals on both sides of the police station hall	▢FF5CFEFEThere are Portals on both sides of the police station hall	▢FF5CFEFEThere are Portals on both sides of the police station hall	▢FF5CFEFEThere are Portals on both sides of the police station hall	▢FF5CFEFEThere are Portals on both sides of the police station hall	▢FF5CFEFEสองข้างของห้องโถงของสถาณีตำรวจมีทางสัญจรรับส่งเพื่อเพิ่มการสนับสนุนโดยรวดเร็ว	▢FF5CFEFEThere are Portals on both sides of the police station hall	▢FF5CFEFEThere are Portals on both sides of the police station hall	▢FF5CFEFEThere are Portals on both sides of the police station hall
112	112		▢FF5CFEFE购物中心的保险库门每隔差不多5分钟会消失	▢FF5CFEFEDoors of the vault in the Great Mall will be removed about every 5 minutes	▢FF5CFEFEDoors of the vault in the Great Mall will be removed about every 5 minutes	▢FF5CFEFEДвери хранилищ торгового центра исчезают каждые 5 минут	▢FF5CFEFEDoors of the vault in the Great Mall will be removed about every 5 minutes	▢FF5CFEFEDoors of the vault in the Great Mall will be removed about every 5 minutes	▢FF5CFEFEDoors of the vault in the Great Mall will be removed about every 5 minutes	▢FF5CFEFEDoors of the vault in the Great Mall will be removed about every 5 minutes	▢FF5CFEFEDoors of the vault in the Great Mall will be removed about every 5 minutes	▢FF5CFEFEDoors of the vault in the Great Mall will be removed about every 5 minutes	▢FF5CFEFEประตูคลังเซฟของศูนย์ช็อปปิ้งจะหายไปเกือบทุกๆ5นาที	▢FF5CFEFEDoors of the vault in the Great Mall will be removed about every 5 minutes	▢FF5CFEFEDoors of the vault in the Great Mall will be removed about every 5 minutes	▢FF5CFEFEDoors of the vault in the Great Mall will be removed about every 5 minutes
113	113		▢FF5CFEFE在禁闭室请等待钥匙生成	▢FF5CFEFEPlease wait patiently for keys dropping	▢FF5CFEFEPlease wait patiently for keys dropping	▢FF5CFEFEПожалуйста, будьте терпеливыми, подождите пока упадут ключи	▢FF5CFEFEPlease wait patiently for keys dropping	▢FF5CFEFEPlease wait patiently for keys dropping	▢FF5CFEFEPlease wait patiently for keys dropping	▢FF5CFEFEPlease wait patiently for keys dropping	▢FF5CFEFEPlease wait patiently for keys dropping	▢FF5CFEFEPlease wait patiently for keys dropping	▢FF5CFEFEโปรดรอสร้างเป็นกุญแจขึ้นที่ห้องกักขัง	▢FF5CFEFEPlease wait patiently for keys dropping	▢FF5CFEFEPlease wait patiently for keys dropping	▢FF5CFEFEPlease wait patiently for keys dropping
114	114		▢FF5CFEFE开车时也会受到伤害。不过车越贵，受到的伤害越少	▢FF5CFEFEYou’re not safe in a car. But expensive cars reduce more damage.	▢FF5CFEFEYou’re not safe in a car. But expensive cars reduce more damage.	▢FF5CFEFEВы не в безопасности в машине. Но дорогие автомобили уменьшают больше урона.	▢FF5CFEFEYou’re not safe in a car. But expensive cars reduce more damage.	▢FF5CFEFEYou’re not safe in a car. But expensive cars reduce more damage.	▢FF5CFEFEYou’re not safe in a car. But expensive cars reduce more damage.	▢FF5CFEFEYou’re not safe in a car. But expensive cars reduce more damage.	▢FF5CFEFEYou’re not safe in a car. But expensive cars reduce more damage.	▢FF5CFEFEYou’re not safe in a car. But expensive cars reduce more damage.	▢FF5CFEFEเมื่อขับรถก็เป็นอันตรายได้ แต่ว่ารถยิ่งแพง ความอันตรายที่ได้รับจะยิ่งน้อย	▢FF5CFEFEYou’re not safe in a car. But expensive cars reduce more damage.	▢FF5CFEFEYou’re not safe in a car. But expensive cars reduce more damage.	▢FF5CFEFEYou’re not safe in a car. But expensive cars reduce more damage.
115	115		TheRingStrasse_E_2	TheRingStrasse_E_2	TheRingStrasse_E_2	Кольцо Страссе_В_2	TheRingStrasse_E_2	TheRingStrasse_E_2	TheRingStrasse_E_2	TheRingStrasse_E_2	TheRingStrasse_E_2	TheRingStrasse_E_2	ถนนวงแหวน_E_2	TheRingStrasse_E_2	TheRingStrasse_E_2	TheRingStrasse_E_2
116	116		TheRingStrasse_W_1	TheRingStrasse_W_1	TheRingStrasse_W_1	Кольцо Страссе_З_1	TheRingStrasse_W_1	TheRingStrasse_W_1	TheRingStrasse_W_1	TheRingStrasse_W_1	TheRingStrasse_W_1	TheRingStrasse_W_1	ถนนวงแหวน_W_1	TheRingStrasse_W_1	TheRingStrasse_W_1	TheRingStrasse_W_1
117	117		TheRingStrasse_W_2	TheRingStrasse_W_2	TheRingStrasse_W_2	Кольцо Страссе_З_2	TheRingStrasse_W_2	TheRingStrasse_W_2	TheRingStrasse_W_2	TheRingStrasse_W_2	TheRingStrasse_W_2	TheRingStrasse_W_2	ถนนวงแหวน_W_2	TheRingStrasse_W_2	TheRingStrasse_W_2	TheRingStrasse_W_2
118	118		TheRingStrasse_S_1	TheRingStrasse_S_1	TheRingStrasse_S_1	Кольцо Страссе_Ю_1	TheRingStrasse_S_1	TheRingStrasse_S_1	TheRingStrasse_S_1	TheRingStrasse_S_1	TheRingStrasse_S_1	TheRingStrasse_S_1	ถนนวงแหวน_S_1	TheRingStrasse_S_1	TheRingStrasse_S_1	TheRingStrasse_S_1
119	119		TheRingStrasse_S_2	TheRingStrasse_S_2	TheRingStrasse_S_2	Кольцо Страссе_Ю_2	TheRingStrasse_S_2	TheRingStrasse_S_2	TheRingStrasse_S_2	TheRingStrasse_S_2	TheRingStrasse_S_2	TheRingStrasse_S_2	ถนนวงแหวน_S_2	TheRingStrasse_S_2	TheRingStrasse_S_2	TheRingStrasse_S_2
120	120		CentralStreet_1	CentralStreet_1	CentralStreet_1	Центральная Улица_1	CentralStreet_1	CentralStreet_1	CentralStreet_1	CentralStreet_1	CentralStreet_1	CentralStreet_1	ถนนศูนย์กลาง_1	CentralStreet_1	CentralStreet_1	CentralStreet_1
121	121		CentralStreet_2	CentralStreet_2	CentralStreet_2	Центральная Улица_2	CentralStreet_2	CentralStreet_2	CentralStreet_2	CentralStreet_2	CentralStreet_2	CentralStreet_2	ถนนศูนย์กลาง_2	CentralStreet_2	CentralStreet_2	CentralStreet_2
122	122		CentralStreet_3	CentralStreet_3	CentralStreet_3	Центральная Улица_3	CentralStreet_3	CentralStreet_3	CentralStreet_3	CentralStreet_3	CentralStreet_3	CentralStreet_3	ถนนศูนย์กลาง_3	CentralStreet_3	CentralStreet_3	CentralStreet_3
123	123		CentralStreet_4	CentralStreet_4	CentralStreet_4	Центральная Улица_4	CentralStreet_4	CentralStreet_4	CentralStreet_4	CentralStreet_4	CentralStreet_4	CentralStreet_4	ถนนศูนย์กลาง_4	CentralStreet_4	CentralStreet_4	CentralStreet_4
124	124		Central-District	Central-District	Central-District	Центральный Округ	Central-District	Central-District	Central-District	Central-District	Central-District	Central-District	บริเวณศูนยฺกลาง	Central-District	Central-District	Central-District
125	125		▢FF5CFEFE监狱东北角和东南角可能存在越狱漏洞	▢FF5CFEFEThere may be Weak Points  in the northeast and southeast corners of the prison	▢FF5CFEFEThere may be Weak Points  in the northeast and southeast corners of the prison	▢FF5CFEFEВ северо-восточном и юго-восточном углах тюрьмы могут быть слабые места	▢FF5CFEFEThere may be Weak Points  in the northeast and southeast corners of the prison	▢FF5CFEFEThere may be Weak Points  in the northeast and southeast corners of the prison	▢FF5CFEFEThere may be Weak Points  in the northeast and southeast corners of the prison	▢FF5CFEFEThere may be Weak Points  in the northeast and southeast corners of the prison	▢FF5CFEFEThere may be Weak Points  in the northeast and southeast corners of the prison	▢FF5CFEFEThere may be Weak Points  in the northeast and southeast corners of the prison	▢FF5CFEFEมุมตะวันออกเฉียงเหนือและมุมตะวันออกเฉียงใต้ของคุุกขังอาจจะมีทางแหกคุก	▢FF5CFEFEThere may be Weak Points  in the northeast and southeast corners of the prison	▢FF5CFEFEThere may be Weak Points  in the northeast and southeast corners of the prison	▢FF5CFEFEThere may be Weak Points  in the northeast and southeast corners of the prison
126	126		Manhattan’s_BreadCheat	Manhattan’s_BreadCheat	Manhattan’s_BreadCheat	ХлебныйЧит_Манхаттана	Manhattan’s_BreadCheat	Manhattan’s_BreadCheat	Manhattan’s_BreadCheat	Manhattan’s_BreadCheat	Manhattan’s_BreadCheat	Manhattan’s_BreadCheat	Manhattan’s_BreadCheat	Manhattan’s_BreadCheat	Manhattan’s_BreadCheat	Manhattan’s_BreadCheat
127	JailBreakPoliceChest		警察局箱子	Chest in Ploice Station	Chest in Ploice Station	Сундук в Полицейской Станции	Chest in Ploice Station	Chest in Ploice Station	Chest in Ploice Station	Chest in Ploice Station	Chest in Ploice Station	Chest in Ploice Station	กล่องสถานีตำรวจ	Chest in Ploice Station	Chest in Ploice Station	Chest in Ploice Station
128	JailBreakPoliceKillPrisoner		▢FFFEFE49警察杀死绿名囚犯会扣除功勋，扣完后会被关禁闭	▢FFFEFE49 Killing Prisoners will make your Merit deducted	▢FFFEFE49 Killing Prisoners will make your Merit deducted	▢FFFEFE49 Убийство Заключенных приведет к потере вашей Заслуги	▢FFFEFE49 Killing Prisoners will make your Merit deducted	▢FFFEFE49 Killing Prisoners will make your Merit deducted	▢FFFEFE49 Killing Prisoners will make your Merit deducted	▢FFFEFE49 Killing Prisoners will make your Merit deducted	▢FFFEFE49 Killing Prisoners will make your Merit deducted	▢FFFEFE49 Killing Prisoners will make your Merit deducted	▢FFFEFE49ตำรวจได้ฆ่านักโทษเขียวตายจะหักค่าคุณูปการจะหักค่าคุณูปการออก หลังหักหมดแล้วจะถูกกักขัง	▢FFFEFE49 Killing Prisoners will make your Merit deducted	▢FFFEFE49 Killing Prisoners will make your Merit deducted	▢FFFEFE49 Killing Prisoners will make your Merit deducted
129	JailBreakPoliceRob		▢FFFEFE49警察抢劫会扣除功勋，扣完后会被关禁闭	▢FFFEFE49 Robbery will will make your Merit deducted	▢FFFEFE49 Robbery will will make your Merit deducted	▢FFFEFE49 Ограбление приведет к потере вашей Заслуги	▢FFFEFE49 Robbery will will make your Merit deducted	▢FFFEFE49 Robbery will will make your Merit deducted	▢FFFEFE49 Robbery will will make your Merit deducted	▢FFFEFE49 Robbery will will make your Merit deducted	▢FFFEFE49 Robbery will will make your Merit deducted	▢FFFEFE49 Robbery will will make your Merit deducted	▢FFFEFE499ตำรวจปล้นค่าคุณูปการออก หลังหักหมดแล้วจะถูกกักขัง	▢FFFEFE49 Robbery will will make your Merit deducted	▢FFFEFE49 Robbery will will make your Merit deducted	▢FFFEFE49 Robbery will will make your Merit deducted
130	 ZombieHunterMsgToSoilderStart		▢FF0000FF你将会在5秒后转换成僵尸猎手，请做好准备	▢FF0000FFYou’ll become Zombie Hunter. Be prepared	▢FF0000FFVocê vai se torna Caçador de Zombies, Prepare-se 	▢FF0000FFВы станете Охотником на Зомби. Приготовьтесь	▢FF0000FFYou’ll become Zombie Hunter. Be prepared	▢FF0000FFYou’ll become Zombie Hunter. Be prepared	▢FF0000FFYou’ll become Zombie Hunter. Be prepared	▢FF0000FFYou’ll become Zombie Hunter. Be prepared	▢FF0000FFYou’ll become Zombie Hunter. Be prepared	▢FF0000FFYou’ll become Zombie Hunter. Be prepared	▢FF0000FFคุณจะเปลี่ยนเป็นนักล่าสัตว์ซากศพหลัง5วินาที โปรดเตรียมตัวไว้	▢FF0000FFYou’ll become Zombie Hunter. Be prepared	▢FF0000FFYou’ll become Zombie Hunter. Be prepared	▢FF0000FFYou’ll become Zombie Hunter. Be prepared
131	ZombieHunterMsgToZombieStart		▢FF0000FF僵尸猎手即将出现，准备围攻	▢FF0000FFBe aware of Zombie Hunter!	▢FF0000FFEsteja preparado, Você é Caçador de Zombies	▢FF0000FFНе попадайтесь на глаза Охотнику на Зомби!	▢FF0000FFBe aware of Zombie Hunter!	▢FF0000FFBe aware of Zombie Hunter!	▢FF0000FFBe aware of Zombie Hunter!	▢FF0000FFBe aware of Zombie Hunter!	▢FF0000FFBe aware of Zombie Hunter!	▢FF0000FFBe aware of Zombie Hunter!	▢FF0000FFนักล่าสัตว์ซากศพใกล้จะออกมา เตรียมที่จะล้อมโจมตี	▢FF0000FFBe aware of Zombie Hunter!	▢FF0000FFBe aware of Zombie Hunter!	▢FF0000FFBe aware of Zombie Hunter!
132	ZombieHunterMsgToSoilderEnd		▢FF0000FF你已重装上阵，开始反击	▢FF0000FFYou’ve got reinforced. Slay them down!	▢FF0000FFVocê esta mais forte! acabe com eles!!	▢FF0000FFВы подкрепились. Убейте их всех!	▢FF0000FFYou’ve got reinforced. Slay them down!	▢FF0000FFYou’ve got reinforced. Slay them down!	▢FF0000FFYou’ve got reinforced. Slay them down!	▢FF0000FFYou’ve got reinforced. Slay them down!	▢FF0000FFYou’ve got reinforced. Slay them down!	▢FF0000FFYou’ve got reinforced. Slay them down!	▢FF0000FFคุณได้เตรียมตัวออกมาใหม่ เริ่มตีโต้	▢FF0000FFYou’ve got reinforced. Slay them down!	▢FF0000FFYou’ve got reinforced. Slay them down!	▢FF0000FFYou’ve got reinforced. Slay them down!
133	ZombieHunterMsgToZombieEnd		▢FF0000FF僵尸猎手出现了	▢FF0000FFZombie Hunter showed up!	▢FF0000FFO Caçador de Zombies Apareceu!	▢FF0000FFПоявился Охотник на Зомби!	▢FF0000FFZombie Hunter showed up!	▢FF0000FFZombie Hunter showed up!	▢FF0000FFZombie Hunter showed up!	▢FF0000FFZombie Hunter showed up!	▢FF0000FFZombie Hunter showed up!	▢FF0000FFZombie Hunter showed up!	▢FF0000FFนักล่าสัตว์ซากศพออกมาแล้ว	▢FF0000FFZombie Hunter showed up!	▢FF0000FFZombie Hunter showed up!	▢FF0000FFZombie Hunter showed up!
134	SandDigger		夺宝奇兵	Treasure Hunter	Caçador de tesouros	Treasure Hunter	Treasure Hunter	Treasure Hunter	Treasure Hunter	Treasure Hunter	Treasure Hunter	Treasure Hunter	Treasure Hunter	Treasure Hunter	Treasure Hunter	Treasure Hunter
135	SandDiggerBreakDown		矿井还有▢FFFF0000%1s秒▢FFFFFFFF崩塌	The mine will ▢FFFFFFFFcollapse in▢FFFF0000%1s	A mina entrará em ▢FFFFFFFFcolapso in▢FFFF0000%1s	Шахта будет ▢FFFFFFFFввостановлена через▢FFFF0000%1s	The mine will ▢FFFFFFFFcollapse in▢FFFF0000%1s	The mine will ▢FFFFFFFFcollapse in▢FFFF0000%1s	The mine will ▢FFFFFFFFcollapse in▢FFFF0000%1s	The mine will ▢FFFFFFFFcollapse in▢FFFF0000%1s	The mine will ▢FFFFFFFFcollapse in▢FFFF0000%1s	The mine will ▢FFFFFFFFcollapse in▢FFFF0000%1s	บ่อเหมืองยังเหลือ▢FFFF0000%1sวินาทีพังทลาย	The mine will ▢FFFFFFFFcollapse in▢FFFF0000%1s	The mine will ▢FFFFFFFFcollapse in▢FFFF0000%1s	The mine will ▢FFFFFFFFcollapse in▢FFFF0000%1s
136	SandDiggerOpenChest		▢FF0000FF%1s▢FFFFFFFF打开了%2s	▢FF0000FF%1s▢FFFFFFFFhas opened%2s	▢FF0000FF%1s▢FFFFFFFFserá aberto%2s	▢FF0000FF%1s▢FFFFFFFFоткрыл(-а)%2s	▢FF0000FF%1s▢FFFFFFFFhas opened%2s	▢FF0000FF%1s▢FFFFFFFFhas opened%2s	▢FF0000FF%1s▢FFFFFFFFhas opened%2s	▢FF0000FF%1s▢FFFFFFFFhas opened%2s	▢FF0000FF%1s▢FFFFFFFFhas opened%2s	▢FF0000FF%1s▢FFFFFFFFhas opened%2s	▢FF0000FF%1s▢FFFFFFFFเปิดแล้ว%2s	▢FF0000FF%1s▢FFFFFFFFhas opened%2s	▢FF0000FF%1s▢FFFFFFFFhas opened%2s	▢FF0000FF%1s▢FFFFFFFFhas opened%2s
137	SandDiggerDeep		深度 - ▢FF0000FF %1s ▢FFFFFFFF▢FFFF0000	Depth - ▢FF0000FF %1s ▢FFFFFFFF               ▢FFFF0000	Profundidade - ▢FF0000FF %1s ▢FFFFFFFF               ▢FFFF0000	Глубина - ▢FF0000FF %1s ▢FFFFFFFF               ▢FFFF0000	Depth - ▢FF0000FF %1s ▢FFFFFFFF               ▢FFFF0000	Depth - ▢FF0000FF %1s ▢FFFFFFFF               ▢FFFF0000	Depth - ▢FF0000FF %1s ▢FFFFFFFF               ▢FFFF0000	Depth - ▢FF0000FF %1s ▢FFFFFFFF               ▢FFFF0000	Depth - ▢FF0000FF %1s ▢FFFFFFFF               ▢FFFF0000	Depth - ▢FF0000FF %1s ▢FFFFFFFF               ▢FFFF0000	ความลึก - ▢FF0000FF %1s ▢FFFFFFFF               ▢FFFF0000	Depth - ▢FF0000FF %1s ▢FFFFFFFF               ▢FFFF0000	Depth - ▢FF0000FF %1s ▢FFFFFFFF               ▢FFFF0000	Depth - ▢FF0000FF %1s ▢FFFFFFFF               ▢FFFF0000
